id,publicId,gid,displayName,name_thai,name_english,lat,lng,zipcode,categories,primary_category,is_likely_food,default_photo_url,detail_url,atc_match_count,atc_has_match,atc_top_advertiser,atc_top_advertiser_id,atc_advertiser_url,atc_check_status
3251499,3251499aA,09VyUceqtJ94SxotpME9fLJ32ijJpn,Pimmy Cafe บ้านขนมพิมมี่,,,17.08747,103.074683,,ร้านกาแฟ/ชา|เบเกอรี/เค้ก,ร้านกาแฟ/ชา,1,https://img.wongnai.com/p/_-x_/2025/06/22/e03544e2ec6b4aca98055b68ab1e807f.jpg,https://www.wongnai.com/restaurants/3251499aA,0,0,,,,ok
308070,308070cQ,09VwpBTRQHTDgC5dvzwhzakxy1byYb,ครัวอยุธยา เด๋ กุ้งเผา คำชะโนด,@เด๋กุ้งเผา บ้างดุง,,17.740621,103.357185,,อาหารไทย|อาหารอีสาน/ร้านส้มตำ|อาหารตามสั่ง,อาหารไทย,1,https://img.wongnai.com/p/_-x_/2019/08/12/80daf6abda8c4c00b387e167430253ae.jpg,https://www.wongnai.com/restaurants/308070cQ,0,0,,,,ok
3807897,3807897xA,09VylSznPodlTA4PdUErBFij1oP30K,Mammoth (กินกับแมมมอธ),กินกับแมมมอธ,Mammoth,17.68446877305247,103.25754778459668,41190,ฟาสต์ฟู้ด/จานด่วน,ฟาสต์ฟู้ด/จานด่วน,1,https://img.wongnai.com/p/_-x_/2026/05/24/5d47bf5b95164601b7defe76d8ba96fe.jpg,https://www.wongnai.com/restaurants/3807897xA,0,0,,,,ok
3769538,3769538xj,09VykHpkT1yLTCZILRCA7UJH1jwpkW,Daily Donuts อำเภอกุมภวาปี,Daily Donuts,,17.10999272640814,103.01722046368427,41370,ของหวาน,ของหวาน,1,https://img.wongnai.com/p/_-x_/2026/05/22/8dbedfc56b30455ba65e52b04cc602a6.jpg,https://www.wongnai.com/restaurants/3769538xj,0,0,,,,ok
3754430,3754430JB,09Vyjnu2nVucnLojb5Us8WjUssMRXN,พอใจ ปังปังปิ้ง,,,17.096088473283068,103.01286262884372,41110,เบเกอรี/เค้ก,เบเกอรี/เค้ก,1,https://img.wongnai.com/p/_-x_/2026/04/22/0f9d623b898245e58689bd02ecbefd2a.jpg,https://www.wongnai.com/restaurants/3754430JB,0,0,,,,ok
165651,165651Lp,09VwpBTRQIUoJJxM4nPLrLXp6hABKy,Roong Na Pha แหนมเนือง,,,17.967728,102.603679,43130,อาหารเวียดนาม,อาหารเวียดนาม,1,https://img.wongnai.com/p/_-x_/2019/04/30/e905a799242d48baae414bfbaf93cae5.jpg,https://www.wongnai.com/restaurants/165651Lp,0,0,,,,ok
176322,176322pw,09VwpBTRTPHhMqsWfjbCipbKg14v6v,Vieng nem neung,เวียง แหนมเนือง,,17.948752,102.619405,43130,อาหารเวียดนาม|ชาบู/สุกี้ยากี้/หม้อไฟ,อาหารเวียดนาม,1,https://img.wongnai.com/p/_-x_/2016/09/07/ae4c43f71f52477c8399fd7f31f0f024.jpg,https://www.wongnai.com/restaurants/176322pw,0,0,,,,ok
2451663,2451663DL,09Vy198KNJUZ5BfbLoV5Oc1tDFJkrn,พิมอาหารตามสั่ง,,,17.589122062719298,102.4132333137095,15000,อาหารตามสั่ง,อาหารตามสั่ง,1,https://img.wongnai.com/p/_-x_/2023/08/16/9dc7d13460b64d44a9f279762d4f0658.jpg,https://www.wongnai.com/restaurants/2451663DL,0,0,,,,ok
2247131,2247131ez,09VxvXKOsuiOw9OnK07QK8UscDW8Qe,นิชา พิชซ่า,นิชา พิชซ่า,,17.097476595133426,103.03652035072446,41110,พิซซ่า,พิซซ่า,1,https://img.wongnai.com/p/_-x_/2023/04/10/1f8eaf2c00c945e795cb3113eb997106.jpg,https://www.wongnai.com/restaurants/2247131ez,0,0,,,,ok
1986002,1986002xD,09VxoQDC4nfvY8H0ZI20lfyFqhhIot,Hop Chafe หนองเดิ่น จ.หนองคาย,,,17.816410145737176,103,41260,ชานมไข่มุก,ชานมไข่มุก,1,https://img.wongnai.com/p/_-x_/deleted/2018/10/31/d314c807549d483da37c57053275139e.jpg,https://www.wongnai.com/restaurants/1986002xD,0,0,,,,ok
451303,451303HJ,09VwzXwHP0OS6AQ67BQumps7c96iLt,BaanYa Cafe' - Moto-O บ้านผือ,BaanYa Cafe' - Moto-O,BaanYa Cafe' - Moto-O,17.685844,102.484492,,คาเฟ่|ชานมไข่มุก,คาเฟ่,1,https://img.wongnai.com/p/_-x_/2020/05/16/7e1a3bd5f9e9482eb451545fa5777283.jpg,https://www.wongnai.com/restaurants/451303HJ,0,0,,,,ok
2426007,2426007hi,09Vy0Ja7KeovnvPVOIVVQIz25s0cMb,นัดพบคอฟฟี่,,,17.686024528651622,102.48647455077953,41160,ร้านกาแฟ/ชา,ร้านกาแฟ/ชา,1,https://img.wongnai.com/p/_-x_/2023/07/24/74d77b4550224853aa7a2d1b5a40338a.jpg,https://www.wongnai.com/restaurants/2426007hi,0,0,,,,ok
3633152,3633152zr,09Vyfrs9H0TRBWT9o6yEXzLok2Wsfy,Mone Cha (โมเน่ชา)  2 บ้านดุง,Mone Cha (โมเน่ชา) ,,17.7388236,103.2201828,41190,คาเฟ่,คาเฟ่,1,https://img.wongnai.com/p/_-x_/2026/03/27/4eea5179b438405094933966c7521239.jpg,https://www.wongnai.com/restaurants/3633152zr,0,0,,,,ok
3789643,3789643Gh,09Vykxv0wu3T6ZRy4zPmF1aRqCimN6,Dairy Queen ® Lotus Banpue,แดรี่ควีน,Dairy Queen,17.68971,102.46394,,ไอศกรีม|ของหวาน,ไอศกรีม,1,https://img.wongnai.com/p/_-x_/2025/07/25/70c7e410fd3d4bf3a975ef7d95bbc1e6.jpg,https://www.wongnai.com/restaurants/3789643Gh,0,0,,,,ok
2435172,2435172XY,09Vy0doo1XrXonSBRdqROlearGuXKU,ตำ ยำ ยั่ว By ภูมิ บ้านดุง,,,17.7268355,103.2510843,,อาหารอีสาน/ร้านส้มตำ,อาหารอีสาน/ร้านส้มตำ,1,https://img.wongnai.com/p/_-x_/2023/08/11/082a952070e34621aa36ab5a81092f4b.jpg,https://www.wongnai.com/restaurants/2435172XY,0,0,,,,ok
3624695,3624695gA,09VyfbpVJea1YyN6FmXsQhDasPcTvy,ครัวคุณหวาน Cafe & Restaurants น้ำโสม,ครัวคุณหวาน Cafe & Restaurants,,17.7120101,102.2090224,41210,คาเฟ่,คาเฟ่,1,https://img.wongnai.com/p/_-x_/2026/04/01/90359b278fab45ec9523aaab7676a6ab.jpg,https://www.wongnai.com/restaurants/3624695gA,0,0,,,,ok
3696436,3696436LZ,09VyhvBijqftvZ2thighlLgKeFJzVT,COCO Walk มะพร้าวน้ำหอมล้วน ๆ - ปั๊ม PT ใกล้รพ. กุมภวาปี,COCO Walk มะพร้าวน้ำหอมล้วน ๆ - ปั๊ม PT ใกล้รพ. กุมภวาปี,COCO Walk - fresh coconut juice (PT Kumphawapi),17.106237729372623,103.01928782835603,41110,เครื่องดื่ม/น้ำผลไม้|ของหวาน,เครื่องดื่ม/น้ำผลไม้,1,https://img.wongnai.com/p/_-x_/2026/03/07/0b35413fd86144bca9bca90dd12ecd7e.jpg,https://www.wongnai.com/restaurants/3696436LZ,0,0,,,,ok
192617,192617hu,09VwpBTRRDmcMpw3HDOlNbkfWFYYvK,Niku-O เวียงจันทร์,นิกุโอ,Nikuo,17.969649,102.614454,43130,ปิ้งย่าง|อาหารเกาหลี|อาหารญี่ปุ่น,ปิ้งย่าง,1,https://img.wongnai.com/p/_-x_/2018/11/22/723bfb95540240428cb2599d41d1a00e.jpg,https://www.wongnai.com/restaurants/192617hu,0,0,,,,ok
3622544,3622544mK,09VyfYPHq56UtY1P4jG1WuXsEuVWAa,บ้านไร่คาเฟ่ (Baanrai Cafa) กุมภวาปี,บ้านไร่คาเฟ่ (Baanrai Cafa),,17.1078194,102.9435536,41370,คาเฟ่,คาเฟ่,1,https://img.wongnai.com/p/_-x_/2026/03/07/b5b1cfb701ef463bab31c03b506c38d2.jpg,https://www.wongnai.com/restaurants/3622544mK,0,0,,,,ok
2537892,2537892qq,09Vy4WieuBzxgNMMKlPFZJWNQDxW6q,AZURE COFFEE & REST แอชเชอร์ คอฟฟี่ แอนด์ เรสท์,AZURE COFFEE & REST,AZURE COFFEE & REST,16.962848004894,103.43605633825,,คาเฟ่,คาเฟ่,1,https://img.wongnai.com/p/_-x_/2023/10/07/69fc61b03eff44a5aa47f0bc7c06fa04.jpg,https://www.wongnai.com/restaurants/2537892qq,0,0,,,,ok
1818395,1818395Sg,09VxkKfH7lBAyBrRN6J971xkEMdsKJ,ร้านอยู่สุข  อาหารตามสั่ง  หมู่บ้านเอรวัณ,,,17.58953274922731,102.40743303671479,15000,อาหารตามสั่ง,อาหารตามสั่ง,1,https://img.wongnai.com/p/_-x_/2022/08/19/2b9e635e84ca40da8bed021b3f406d08.jpg,https://www.wongnai.com/restaurants/1818395Sg,0,0,,,,ok
3652524,3652524kx,09VygSY32XK9yxFKUIXmD0uDXEH1fl,ก๋วยเตี๋ยวเรือวิจิตร หนองหาน,ก๋วยเตี๋ยวเรือวิจิตร,,17.3799781,103.035694,41130,ก๋วยเตี๋ยว,ก๋วยเตี๋ยว,1,https://img.wongnai.com/p/_-x_/2026/03/21/7c762df7f279402181704d875c4fdb96.jpg,https://www.wongnai.com/restaurants/3652524kx,0,0,,,,ok
3806676,3806676en,09VylOTvXLG4vaFyWm6LjJmszfVvVh,ชีชิงหม่าล่าทั่ง บ้านดุง,,,17.697526723157686,103.25931621878067,41190,อาหารจีน,อาหารจีน,1,https://img.wongnai.com/p/_-x_/2026/05/22/ed56de6ecc7f453e86e3179d2b8ab87c.jpg,https://www.wongnai.com/restaurants/3806676en,0,0,,,,ok
3683709,3683709Mg,09VyhT8e6Y3zfZouQvSQjj2hqkAfFO,ข้าวไก่ทอดสุขใจ,,,17.6858806584448,103.25397374108434,41190,อาหารจานเดียว,อาหารจานเดียว,1,https://img.wongnai.com/p/_-x_/2026/05/20/c8d36db28bfb41efb3366d250dcd6b8e.jpg,https://www.wongnai.com/restaurants/3683709Mg,0,0,,,,ok
3640280,3640280kM,09Vyg6hF6gOVQT49FNxZPYD7EniPrp,ลูกชิ้นทอดกันเอง&ยำรสเด็ด,,,17.697188853776083,103.2599575282368,41190,ปิ้งย่าง|ร้านกาแฟ/ชา|เครื่องดื่ม/น้ำผลไม้,ปิ้งย่าง,1,https://img.wongnai.com/p/_-x_/2026/01/26/a8ea83a681bc4495be1c9304a66d486d.jpg,https://www.wongnai.com/restaurants/3640280kM,0,0,,,,ok
