id,publicId,gid,displayName,name_thai,name_english,lat,lng,zipcode,categories,primary_category,is_likely_food,default_photo_url,detail_url,atc_match_count,atc_has_match,atc_top_advertiser,atc_top_advertiser_id,atc_advertiser_url,atc_check_status
3334295,3334295Ds,09VyX2CyA4o9FcYuKjiecA6Guq5yiS,LUCKY SACK สาขา 2  -,LUCKY SACK สาขา 2 ,,17.4294081,102.989615,,เบเกอรี/เค้ก,เบเกอรี/เค้ก,1,https://img.wongnai.com/p/_-x_/2025/12/17/0b2b142cd72741cdacde2fe5167711c8.jpg,https://www.wongnai.com/restaurants/3334295Ds,0,0,,,,ok
3605847,3605847Wk,09VyevX0ezbiMELHb6hVu8tpi1HI5G,ตัวป่วนตามสั่ง,,,17.697556396542733,103.25897539034486,41190,อาหารตามสั่ง,อาหารตามสั่ง,1,https://img.wongnai.com/p/_-x_/2026/01/18/2ae374ffb5e14af79d843d0c07de6bed.jpg,https://www.wongnai.com/restaurants/3605847Wk,0,0,,,,ok
92933,92933hl,09VwpBTRMXtGg7VSSiNLboo7OcKHgf,ร้านอาหารเรือนไม้ไทย,ร้านอาหารเรือนไม้ไทย,RUEAN MAI THAI RESTAURANT,17.103469,103.006806,41110,อาหารไทย,อาหารไทย,1,https://img.wongnai.com/p/_-x_/2014/11/08/dcbad71372dd4b49954c704404dec699.jpg,https://www.wongnai.com/restaurants/92933hl,0,0,,,,ok
3682389,3682389Kp,09VyhSWyw7bcIBuSuMsvaeJTktJU1r,PunThai Coffee น้ำโสม(อุดรธานี),กาแฟพันธุ์ไทย,PunThai Coffee,17.765624,102.189248,,ร้านกาแฟ/ชา,ร้านกาแฟ/ชา,1,https://img.wongnai.com/p/_-x_/2025/07/25/6c204143737640b9ba0875fbbe77fe07.jpg,https://www.wongnai.com/restaurants/3682389Kp,0,0,,,,ok
3607578,3607578zS,09Vyf6DqDZJvtP46ERKnDAKzw9f1go,ครัวเรือนไทยในสวน,,,17.686694574161468,103.2606608227672,41190,อาหารจานเดียว,อาหารจานเดียว,1,https://img.wongnai.com/p/_-x_/2026/01/10/f6a280a22c4f427bb40e1c5a1cd2f1b4.jpg,https://www.wongnai.com/restaurants/3607578zS,0,0,,,,ok
3666560,3666560mz,09Vygs1HCBoplhD90ZiEQDinL3zIao,เทิงโนน coffee&tea,,,17.684187540928612,103.21162352913527,41190,คาเฟ่,คาเฟ่,1,https://img.wongnai.com/p/_-x_/2026/02/13/f494f39311ce48de82af1b8e406047f1.jpg,https://www.wongnai.com/restaurants/3666560mz,0,0,,,,ok
3608164,3608164Ws,09Vyf8iyMJwk1nJ0evBOSny2M2T53Q,ร้านนายหนวด,,,17.696319322391282,103.25886709615588,41190,อาหารจานเดียว,อาหารจานเดียว,1,https://img.wongnai.com/p/_-x_/2026/02/14/701c2d874809407897ed7e23446aa567.jpg,https://www.wongnai.com/restaurants/3608164Ws,0,0,,,,ok
3633887,3633887HT,09VyfuRe47bIlmMTUEYrnOFAJoEZJJ,KFC ปตท.โออาร์ วังสามหมอ,เคเอฟซี,KFC,16.948234763904114,103.42036746217074,,ฟาสต์ฟู้ด/จานด่วน|เบอร์เกอร์,ฟาสต์ฟู้ด/จานด่วน,1,https://img.wongnai.com/p/_-x_/2026/05/28/10d8d57409ba4b0eb3ac7ee8d385f5a4.jpg,https://www.wongnai.com/restaurants/3633887HT,0,0,,,,ok
386144,386144gA,09VwpBTRbHiBKdys682VLBZRaO0jxW,หลินอาหารตามสั่ง วังสามหมอ,,,16.949133,103.433595,,อาหารไทย|อาหารตามสั่ง,อาหารไทย,1,https://img.wongnai.com/p/_-x_/2019/02/23/69c9faf9181f42589c81951a11e7d63f.jpg,https://www.wongnai.com/restaurants/386144gA,0,0,,,,ok
3583688,3583688NM,09VydshNlMFv095Z11KwdSGYTk5zol,Ema coffee shop พิบูลย์รักษ์,Ema coffee shop,,17.5300011,103.0472164,41130,คาเฟ่,คาเฟ่,1,https://img.wongnai.com/p/_-x_/2026/05/03/022146144f3c4aeab50c8e873c3c2569.jpg,https://www.wongnai.com/restaurants/3583688NM,0,0,,,,ok
238621,238621zi,09VwpBTRVIiFHDYi4mGuivoR36rPMT,เวียงชัยชาบู,,,17.800297,102.666541,,อาหารญี่ปุ่น,อาหารญี่ปุ่น,1,https://img.wongnai.com/p/_-x_/2020/01/11/c193a143a6274726bed19ac24a2438e7.jpg,https://www.wongnai.com/restaurants/238621zi,0,0,,,,ok
3658232,3658232Jp,09VygbZsche8ZDuaXjpaOzK36RiuCt,ก๋วยตงก๋วยเตี๋ยว สาขาปากทางบ้านไผ่ ตำบลตูมใต้ ตรงข้ามนพรัตน์รีสอร์ท,,,17.121859245052363,102.97892115012553,41110,ก๋วยเตี๋ยว,ก๋วยเตี๋ยว,1,https://img.wongnai.com/p/_-x_/2026/02/22/5a0a02e926374028bddb1cbd910218c7.jpg,https://www.wongnai.com/restaurants/3658232Jp,0,0,,,,ok
3531034,3531034mK,09VycJF0uKtMiopzFDBF2As3wLFd7D,Hongfu cha หงฟู่ชาสาขาบิ๊กซีบ้านดุง,หงฟู่ชา,,17.6747426,103.2514785,41190,ร้านกาแฟ/ชา,ร้านกาแฟ/ชา,1,https://img.wongnai.com/p/_-x_/2025/11/04/5a576291970845cb86a2bbb11b6fa728.jpg,https://www.wongnai.com/restaurants/3531034mK,0,0,,,,ok
3369092,3369092Xu,09VyY2cJLKkr1SbOWRjdtB956b38hk,ยายสวยกล้วยทอด ยายสวยกล้วยทอด,ยายสวยกล้วยทอด,,17.3799781,103.035694,41130,คาเฟ่,คาเฟ่,1,https://img.wongnai.com/p/_-x_/deleted/2017/11/04/8405770b540b487da058421748fd2073.jpg,https://www.wongnai.com/restaurants/3369092Xu,0,0,,,,ok
3596387,3596387KK,09VyeMprhGVci71lzHOKVrFR0wyuNW,PunThai Coffee ถนนศรีศรัทธา,กาแฟพันธุ์ไทย,PunThai Coffee,16.949488,103.438605,,ร้านกาแฟ/ชา,ร้านกาแฟ/ชา,1,https://img.wongnai.com/p/_-x_/2026/02/11/6b2daa5819454f0e936a25d132bcfefe.jpg,https://www.wongnai.com/restaurants/3596387KK,0,0,,,,ok
592222,592222rh,09VxBkhe3x1k4z7H5dyUiIBZf5Js5e,ครัววาสนา,,,17.74089544281844,103.29002435684204,,ร้านริมน้ำ|อาหารอีสาน/ร้านส้มตำ|อาหารไทย,ร้านริมน้ำ,1,https://img.wongnai.com/p/_-x_/2020/07/09/f0be8e215dc54fc8a9d89f151a5670b2.jpg,https://www.wongnai.com/restaurants/592222rh,0,0,,,,ok
3814336,3814336br,09VylcNN9yEFD5wYYbnLpOfqYmGoN4,ขนมปังนิดหน่อย,,,17.104131920220322,103.01561849345886,41110,เบเกอรี/เค้ก,เบเกอรี/เค้ก,1,https://img.wongnai.com/p/_-x_/2026/05/27/56ae28440402438db744827d3de1c78e.jpg,https://www.wongnai.com/restaurants/3814336br,0,0,,,,ok
3648342,3648342EH,09VygKDHvDKehWkqJeAhgEogvWlZ0G,สถานีเครป (ปตท.กลางทุ่ง กุมภวาปี),,,17.11447562932619,102.99796931080277,41110,เบเกอรี/เค้ก,เบเกอรี/เค้ก,1,https://img.wongnai.com/p/_-x_/2026/02/01/2bb3eaf5d7264c0d86a7fb6bc54846bc.jpg,https://www.wongnai.com/restaurants/3648342EH,0,0,,,,ok
2536474,2536474nk,09Vy4T9EU61yGsBzWJCR6BVsl4G2kJ,บะหมี่ชายสี่ by สองข้าว -,บะหมี่ชายสี่ by สองข้าว,,16.976792,103.214209,41230,ก๋วยเตี๋ยว,ก๋วยเตี๋ยว,1,https://img.wongnai.com/p/_-x_/2023/11/25/e483135a0e7941d0a99224bc7031e0cb.jpg,https://www.wongnai.com/restaurants/2536474nk,0,0,,,,ok
3309517,3309517cr,09VyWJVpEqIXSuPBoL7hTQ3vAwaI0A,ครัวบ้านฉัน Made with love,ครัวบ้านฉัน & เบเกอร์รี่บ้านฉัน,Aom's micro bakery,17.701585055056626,103.2693032361567,41190,เบเกอรี/เค้ก|อาหารนานาชาติ|ฟาสต์ฟู้ด/จานด่วน,เบเกอรี/เค้ก,1,https://img.wongnai.com/p/_-x_/2025/07/04/b09d6a7b7e93443092de06a8766dfa8b.jpg,https://www.wongnai.com/restaurants/3309517cr,0,0,,,,ok
14106,14106Ei,09VwpBTRKi5uwjtPoCqXRp4ZF05F1D,สุพรรณโอชา,สุพรรณโอชา,Suphan Ocha,17.12244636431726,102.9778758622706,41110,อาหารไทย|อาหารทะเล|อาหารจีน,อาหารไทย,1,https://img.wongnai.com/p/_-x_/2021/05/05/61a52f012755437090d5daa2819e3e22.jpg,https://www.wongnai.com/restaurants/14106Ei,0,0,,,,ok
3731429,3731429VJ,09Vyj0NyIJq9KLbvZjixxl9f4uDqH3,อิ่มคุ้ม หน้า ด.ย,,,17.69929077751751,103.26270902529359,41190,อาหารจานเดียว,อาหารจานเดียว,1,https://img.wongnai.com/p/_-x_/2026/03/31/f9a7efc4510344ebbb022a76a3827a5c.jpg,https://www.wongnai.com/restaurants/3731429VJ,0,0,,,,ok
3476020,3476020mw,09Vyb5aDW8pVKjrEh7Bpz4QTxZbEN1,PJ coffee&milk,,,17.1389194,102.9661191,41370,เครื่องดื่ม/น้ำผลไม้,เครื่องดื่ม/น้ำผลไม้,1,https://img.wongnai.com/p/_-x_/2025/10/09/abd02fa6aae641a98c5a5caa3561d4cb.jpg,https://www.wongnai.com/restaurants/3476020mw,0,0,,,,ok
3472428,3472428tP,09Vyb09WVZCwc65VaDkJlRniwo5FyS,The Glücklich Time -,The Glücklich Time,,17.2775792,102.6067841,41360,ร้านกาแฟ/ชา,ร้านกาแฟ/ชา,1,https://img.wongnai.com/p/_-x_/2026/03/31/a7f16409d4f6415b90fa9bfbdcacda90.jpg,https://www.wongnai.com/restaurants/3472428tP,0,0,,,,ok
3466331,3466331mZ,09Vyao91HH4Cb2QIXpSVdJFDQJZ7NK,ร้านส้มตำ(หลังสวนลิงข้างไปรษณีย์),ร้านส้มตำ(หลังสวนลิงข้างไปรษณีย์),,17.11315406776002,103.01740424707532,41110,อาหารอีสาน/ร้านส้มตำ,อาหารอีสาน/ร้านส้มตำ,1,https://img.wongnai.com/p/_-x_/2025/10/02/eaa9d37dec0641d2a7ec79fcc922b318.jpg,https://www.wongnai.com/restaurants/3466331mZ,0,0,,,,ok
262191,262191su,09VwpBTROSGRQ2445rL5EHcvX8YZqX,Ma der bua Food&Drink,มาเดอบัว,,17.2124,103.034052,,สเต๊ก|อาหารไทย|อาหารเช้า,สเต๊ก,1,https://img.wongnai.com/p/_-x_/2020/09/26/fc08f74ef9ee4f5ebb98e36d84d8ec6c.jpg,https://www.wongnai.com/restaurants/262191su,0,0,,,,ok
3505699,3505699tE,09Vybg8Y2dHqnU4z59FAm1j7Ys5JBN,Mone Cha (โมเน่ชา) บ้านดุง,Mone Cha (โมเน่ชา),,17.6842568,103.2583647,41190,ชานมไข่มุก,ชานมไข่มุก,1,https://img.wongnai.com/p/_-x_/2025/10/26/ce23a397f5a04646877d0b06debfa4c7.jpg,https://www.wongnai.com/restaurants/3505699tE,0,0,,,,ok
1015895,1015895Ak,09VxSguARUPuqyaY2uZjFwjI7vZJjV,Inthanin Coffee ฟอร์ด-บางจาก กุมภวาปี-เมืองใหม่,อินทนิล คอฟฟี่,Inthanin Coffee,17.118700324974437,102.98896364794967,41110,ร้านกาแฟ/ชา|เครื่องดื่ม/น้ำผลไม้,ร้านกาแฟ/ชา,1,https://img.wongnai.com/p/_-x_/2021/07/16/cce95f629ff642aaab4a1a04592879f4.jpg,https://www.wongnai.com/restaurants/1015895Ak,0,0,,,,ok
3467596,3467596wR,09Vyar1nisiS8TCCtNPbbfbPwgvnPT,ครัวช้างไทย สาขา 2 2,ครัวช้างไทย สาขา 2,,17.3799781,103.035694,41130,อาหารจานเดียว,อาหารจานเดียว,1,https://img.wongnai.com/p/_-x_/deleted/2018/10/31/7ad45931ab89480083fa5d7ba21e965e.jpg,https://www.wongnai.com/restaurants/3467596wR,0,0,,,,ok
342789,342789Ho,09VwpBTRXnNk8GahsVSLbnlXIIkz1b,อุทยานประวัติศาสตร์ภูพระบาท,,,17.7307509,102.35783679999997,,อุทยานและธรรมชาติ,อุทยานและธรรมชาติ,1,https://img.wongnai.com/p/_-x_/2022/02/03/86ca169169aa4141853535a97ee346c1.jpg,https://www.wongnai.com/restaurants/342789Ho,0,0,,,,ok
3386397,3386397fz,09VyYZqOq2g0UnsnsJ82SMvKXmNcHu,ร้านแล้วแต่รมณ์ Por &Waii -,ร้านแล้วแต่รมณ์ Por &Waii,,17.239783216955,102.90373541415,,คาเฟ่,คาเฟ่,1,https://img.wongnai.com/p/_-x_/2025/09/16/88a7532b414b4a24add446088d698c71.jpg,https://www.wongnai.com/restaurants/3386397fz,0,0,,,,ok
2295229,2295229KM,09VxwuJW2KIN2ipMeI1jiGQNgZbAcL,ควายไทย Coffee & Food,,,17.508591,102.928619,,อาหารไทย,อาหารไทย,1,https://img.wongnai.com/p/_-x_/2024/10/31/2c56d7190e6744658e4185ea4e62172a.jpg,https://www.wongnai.com/restaurants/2295229KM,0,0,,,,ok
3375487,3375487Rw,09VyYET76gqotyr9lu3mgyaVi1YEPz,ขนมโตเกียวกองทรัพย์,,,17.69971750283404,103.25856434181333,41190,ของหวาน,ของหวาน,1,https://img.wongnai.com/p/_-x_/2025/09/06/298222fe1e584d7faf334862109a9a07.jpg,https://www.wongnai.com/restaurants/3375487Rw,0,0,,,,ok
3452146,3452146Ku,09VyaUrVYz8MusBC0N7OaCOELiW9gj,มุมอร่อย @ หนองหาน มุมอร่อย @ หนองหาน,มุมอร่อย @ หนองหาน,,17.3634233,103.1107766,41130,ร้านข้าวต้ม,ร้านข้าวต้ม,1,https://img.wongnai.com/p/_-x_/2025/09/30/f6f21691e4324b148d4f90d1d4caf32d.jpg,https://www.wongnai.com/restaurants/3452146Ku,0,0,,,,ok
3370616,3370616CS,09VyY608k12pDz1cswkmEMZncyYveU,ครัวเหมือนบ้าน,ครัวเหมือนบ้าน,,17.70577281615802,103.2506527297209,41190,อาหารตามสั่ง|อาหารอีสาน/ร้านส้มตำ,อาหารตามสั่ง,1,https://img.wongnai.com/p/_-x_/2025/08/09/7716a296174a4d7289d43bfecbb69dc3.jpg,https://www.wongnai.com/restaurants/3370616CS,0,0,,,,ok
93001,93001co,09VwpBTRMMKLA6FpUhOAcRO05yX1cN,ครัวฟ้าหนาว,ครัวฟ้าหนาว,KHRUA FA NAO RESTAURANT,17.406427,103.236201,41130,อาหารไทย,อาหารไทย,1,https://img.wongnai.com/p/_-x_/2015/01/17/c8de36ad939846f69ba0416a13825a82.jpg,https://www.wongnai.com/restaurants/93001co,0,0,,,,ok
