id,publicId,gid,displayName,name_thai,name_english,lat,lng,zipcode,categories,primary_category,is_likely_food,default_photo_url,detail_url,fb_ad_count,has_fb_ads,fb_search_url,atc_search_url,fb_check_status
1599507,1599507aJ,09Vxfe5rKlgoUCqxnlWKZxV6n6FDQC,ฟารีดาไก่ทอดหาดใหญ่ กุมภวาปีค้าไม้(อุดรธานี),ฟารีดาไก่ทอดหาดใหญ่,(The original recipe for Hat Yai Fried Chicken @ Udon Thani,17.131304099999966,102.94671449999993,41370,อาหารใต้|อาหารมุสลิม/ฮาลาล|อาหารไทย,อาหารใต้,1,https://img.wongnai.com/p/_-x_/2022/10/15/f12816b359b642c6a9eb3ecf8166596c.jpg,https://www.wongnai.com/restaurants/1599507aJ,0,0,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=TH&q=%E0%B8%9F%E0%B8%B2%E0%B8%A3%E0%B8%B5%E0%B8%94%E0%B8%B2%E0%B9%84%E0%B8%81%E0%B9%88%E0%B8%97%E0%B8%AD%E0%B8%94%E0%B8%AB%E0%B8%B2%E0%B8%94%E0%B9%83%E0%B8%AB%E0%B8%8D%E0%B9%88%20%E0%B8%81%E0%B8%B8%E0%B8%A1%E0%B8%A0%E0%B8%A7%E0%B8%B2%E0%B8%9B%E0%B8%B5%E0%B8%84%E0%B9%89%E0%B8%B2%E0%B9%84%E0%B8%A1%E0%B9%89%28%E0%B8%AD%E0%B8%B8%E0%B8%94%E0%B8%A3%E0%B8%98%E0%B8%B2%E0%B8%99%E0%B8%B5%29&search_type=keyword_exact_phrase,https://adstransparency.google.com/?region=TH&q=%E0%B8%9F%E0%B8%B2%E0%B8%A3%E0%B8%B5%E0%B8%94%E0%B8%B2%E0%B9%84%E0%B8%81%E0%B9%88%E0%B8%97%E0%B8%AD%E0%B8%94%E0%B8%AB%E0%B8%B2%E0%B8%94%E0%B9%83%E0%B8%AB%E0%B8%8D%E0%B9%88%20%E0%B8%81%E0%B8%B8%E0%B8%A1%E0%B8%A0%E0%B8%A7%E0%B8%B2%E0%B8%9B%E0%B8%B5%E0%B8%84%E0%B9%89%E0%B8%B2%E0%B9%84%E0%B8%A1%E0%B9%89%28%E0%B8%AD%E0%B8%B8%E0%B8%94%E0%B8%A3%E0%B8%98%E0%B8%B2%E0%B8%99%E0%B8%B5%29,ok
93275,93275CT,09VwpBTRN2frdvFkWkkTxYSsVUH1MJ,ห้วยยางเนื้อย่างเกาหลี,ห้วยยางเนื้อย่างเกาหลี,HUAI YANG KOREAN BARBEQUE,17.160612,103.254343,41130,ปิ้งย่าง,ปิ้งย่าง,1,https://img.wongnai.com/p/_-x_/deleted/2017/11/07/bfe8c77cc723478caa5e74a40d54df94.jpg,https://www.wongnai.com/restaurants/93275CT,0,0,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=TH&q=%E0%B8%AB%E0%B9%89%E0%B8%A7%E0%B8%A2%E0%B8%A2%E0%B8%B2%E0%B8%87%E0%B9%80%E0%B8%99%E0%B8%B7%E0%B9%89%E0%B8%AD%E0%B8%A2%E0%B9%88%E0%B8%B2%E0%B8%87%E0%B9%80%E0%B8%81%E0%B8%B2%E0%B8%AB%E0%B8%A5%E0%B8%B5&search_type=keyword_exact_phrase,https://adstransparency.google.com/?region=TH&q=%E0%B8%AB%E0%B9%89%E0%B8%A7%E0%B8%A2%E0%B8%A2%E0%B8%B2%E0%B8%87%E0%B9%80%E0%B8%99%E0%B8%B7%E0%B9%89%E0%B8%AD%E0%B8%A2%E0%B9%88%E0%B8%B2%E0%B8%87%E0%B9%80%E0%B8%81%E0%B8%B2%E0%B8%AB%E0%B8%A5%E0%B8%B5,ok
93203,93203Bh,09VwpBTRGu3MqzMgtctHPpQDMO7w3G,คงเจริญลาบก้อย,คงเจริญลาบก้อย,KHONG CHAROEN LAP KOI RESTAURANT,17.275432,102.604125,39000,อาหารอีสาน/ร้านส้มตำ,อาหารอีสาน/ร้านส้มตำ,1,https://img.wongnai.com/p/_-x_/deleted/2017/11/07/678748f866e2452e83278712c456ef5d.jpg,https://www.wongnai.com/restaurants/93203Bh,0,0,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=TH&q=%E0%B8%84%E0%B8%87%E0%B9%80%E0%B8%88%E0%B8%A3%E0%B8%B4%E0%B8%8D%E0%B8%A5%E0%B8%B2%E0%B8%9A%E0%B8%81%E0%B9%89%E0%B8%AD%E0%B8%A2&search_type=keyword_exact_phrase,https://adstransparency.google.com/?region=TH&q=%E0%B8%84%E0%B8%87%E0%B9%80%E0%B8%88%E0%B8%A3%E0%B8%B4%E0%B8%8D%E0%B8%A5%E0%B8%B2%E0%B8%9A%E0%B8%81%E0%B9%89%E0%B8%AD%E0%B8%A2,ok
523093,523093LP,09Vx7186ZWndGHHG1d6LRioRJ2MSt4,ตอง-กล้วยเบเกอรี่คาเฟ่,,,17.1100059,103.0167496,41110,ของหวาน|คาเฟ่,ของหวาน,1,https://img.wongnai.com/p/_-x_/deleted/2017/11/04/0c834a99035e4de593ba8825917aee31.jpg,https://www.wongnai.com/restaurants/523093LP,0,0,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=TH&q=%E0%B8%95%E0%B8%AD%E0%B8%87-%E0%B8%81%E0%B8%A5%E0%B9%89%E0%B8%A7%E0%B8%A2%E0%B9%80%E0%B8%9A%E0%B9%80%E0%B8%81%E0%B8%AD%E0%B8%A3%E0%B8%B5%E0%B9%88%E0%B8%84%E0%B8%B2%E0%B9%80%E0%B8%9F%E0%B9%88&search_type=keyword_exact_phrase,https://adstransparency.google.com/?region=TH&q=%E0%B8%95%E0%B8%AD%E0%B8%87-%E0%B8%81%E0%B8%A5%E0%B9%89%E0%B8%A7%E0%B8%A2%E0%B9%80%E0%B8%9A%E0%B9%80%E0%B8%81%E0%B8%AD%E0%B8%A3%E0%B8%B5%E0%B9%88%E0%B8%84%E0%B8%B2%E0%B9%80%E0%B8%9F%E0%B9%88,ok
93125,93125qW,09VwpBTRIAyiKt0cgo2GBXAIQmDMVf,ครัวคุณยาย,ครัวคุณยาย,KHRUA KHUN YAI RESTAURANT,17.364033,103.101072,41130,อาหารไทย,อาหารไทย,1,https://img.wongnai.com/p/_-x_/deleted/2017/11/04/36fe9d7194ad4948b61c51f66e2957c4.jpg,https://www.wongnai.com/restaurants/93125qW,17,1,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=TH&q=%E0%B8%84%E0%B8%A3%E0%B8%B1%E0%B8%A7%E0%B8%84%E0%B8%B8%E0%B8%93%E0%B8%A2%E0%B8%B2%E0%B8%A2&search_type=keyword_exact_phrase,https://adstransparency.google.com/?region=TH&q=%E0%B8%84%E0%B8%A3%E0%B8%B1%E0%B8%A7%E0%B8%84%E0%B8%B8%E0%B8%93%E0%B8%A2%E0%B8%B2%E0%B8%A2,ok
92838,92838db,09VwpBTRIUtmHhhv5ZLXoNKQ2IQz6r,สวนอาหารเถียงนาครูตัน,สวนอาหารเถียงนาครูตัน,THIANG NA KHRU TAN RESTAURANT,16.951421,103.439219,41280,อาหารไทย,อาหารไทย,1,https://img.wongnai.com/p/_-x_/deleted/2017/11/04/36fe9d7194ad4948b61c51f66e2957c4.jpg,https://www.wongnai.com/restaurants/92838db,0,0,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=TH&q=%E0%B8%AA%E0%B8%A7%E0%B8%99%E0%B8%AD%E0%B8%B2%E0%B8%AB%E0%B8%B2%E0%B8%A3%E0%B9%80%E0%B8%96%E0%B8%B5%E0%B8%A2%E0%B8%87%E0%B8%99%E0%B8%B2%E0%B8%84%E0%B8%A3%E0%B8%B9%E0%B8%95%E0%B8%B1%E0%B8%99&search_type=keyword_exact_phrase,https://adstransparency.google.com/?region=TH&q=%E0%B8%AA%E0%B8%A7%E0%B8%99%E0%B8%AD%E0%B8%B2%E0%B8%AB%E0%B8%B2%E0%B8%A3%E0%B9%80%E0%B8%96%E0%B8%B5%E0%B8%A2%E0%B8%87%E0%B8%99%E0%B8%B2%E0%B8%84%E0%B8%A3%E0%B8%B9%E0%B8%95%E0%B8%B1%E0%B8%99,ok
93249,93249LX,09VwpBTRM9eE3RtdUg8YdZjAHdF6gF,ครัววงเดือน,ครัววงเดือน,KHRUA WONG DUEAN RESTAURANT,17.689503,103.257282,41190,อาหารไทย,อาหารไทย,1,https://img.wongnai.com/p/_-x_/deleted/2017/11/04/36fe9d7194ad4948b61c51f66e2957c4.jpg,https://www.wongnai.com/restaurants/93249LX,0,0,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=TH&q=%E0%B8%84%E0%B8%A3%E0%B8%B1%E0%B8%A7%E0%B8%A7%E0%B8%87%E0%B9%80%E0%B8%94%E0%B8%B7%E0%B8%AD%E0%B8%99&search_type=keyword_exact_phrase,https://adstransparency.google.com/?region=TH&q=%E0%B8%84%E0%B8%A3%E0%B8%B1%E0%B8%A7%E0%B8%A7%E0%B8%87%E0%B9%80%E0%B8%94%E0%B8%B7%E0%B8%AD%E0%B8%99,ok
35356,35356mL,09VwpBTRNspjVqex9enbBF5999d2hQ,น้องแคทเบเกอรี่,น้องแคทเบเกอรี่,NONG CAT BAKERY,16.949630957524768,103.43678656965494,41280,เบเกอรี/เค้ก,เบเกอรี/เค้ก,1,https://img.wongnai.com/p/_-x_/deleted/2017/11/04/f395927f2b114d918f8a51f63abfae55.jpg,https://www.wongnai.com/restaurants/35356mL,0,0,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=TH&q=%E0%B8%99%E0%B9%89%E0%B8%AD%E0%B8%87%E0%B9%81%E0%B8%84%E0%B8%97%E0%B9%80%E0%B8%9A%E0%B9%80%E0%B8%81%E0%B8%AD%E0%B8%A3%E0%B8%B5%E0%B9%88&search_type=keyword_exact_phrase,https://adstransparency.google.com/?region=TH&q=%E0%B8%99%E0%B9%89%E0%B8%AD%E0%B8%87%E0%B9%81%E0%B8%84%E0%B8%97%E0%B9%80%E0%B8%9A%E0%B9%80%E0%B8%81%E0%B8%AD%E0%B8%A3%E0%B8%B5%E0%B9%88,ok
92844,92844PL,09VwpBTRJsfjdHv6s29DY3LiVCueEO,ห้องอาหารรสสุคนธ์,ห้องอาหารรสสุคนธ์,ROTSUKHON RESTAURANT,17.105578,103.015259,41110,อาหารไทย,อาหารไทย,1,https://img.wongnai.com/p/_-x_/deleted/2017/11/04/36fe9d7194ad4948b61c51f66e2957c4.jpg,https://www.wongnai.com/restaurants/92844PL,0,0,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=TH&q=%E0%B8%AB%E0%B9%89%E0%B8%AD%E0%B8%87%E0%B8%AD%E0%B8%B2%E0%B8%AB%E0%B8%B2%E0%B8%A3%E0%B8%A3%E0%B8%AA%E0%B8%AA%E0%B8%B8%E0%B8%84%E0%B8%99%E0%B8%98%E0%B9%8C&search_type=keyword_exact_phrase,https://adstransparency.google.com/?region=TH&q=%E0%B8%AB%E0%B9%89%E0%B8%AD%E0%B8%87%E0%B8%AD%E0%B8%B2%E0%B8%AB%E0%B8%B2%E0%B8%A3%E0%B8%A3%E0%B8%AA%E0%B8%AA%E0%B8%B8%E0%B8%84%E0%B8%99%E0%B8%98%E0%B9%8C,ok
429087,429087sH,09Vww28xHg1cOETWD6M0I6DYcrltcw,ลาบนัว-แยกบ้านจั่น,ลาบนัว-แยกบ้านจั่น,,17.3725145,103.2524659,41320,อาหารอีสาน/ร้านส้มตำ|อาหารไทย,อาหารอีสาน/ร้านส้มตำ,1,https://img.wongnai.com/p/_-x_/deleted/2017/11/07/678748f866e2452e83278712c456ef5d.jpg,https://www.wongnai.com/restaurants/429087sH,0,0,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=TH&q=%E0%B8%A5%E0%B8%B2%E0%B8%9A%E0%B8%99%E0%B8%B1%E0%B8%A7-%E0%B9%81%E0%B8%A2%E0%B8%81%E0%B8%9A%E0%B9%89%E0%B8%B2%E0%B8%99%E0%B8%88%E0%B8%B1%E0%B9%88%E0%B8%99&search_type=keyword_exact_phrase,https://adstransparency.google.com/?region=TH&q=%E0%B8%A5%E0%B8%B2%E0%B8%9A%E0%B8%99%E0%B8%B1%E0%B8%A7-%E0%B9%81%E0%B8%A2%E0%B8%81%E0%B8%9A%E0%B9%89%E0%B8%B2%E0%B8%99%E0%B8%88%E0%B8%B1%E0%B9%88%E0%B8%99,ok
